Material-ID,Chemical_Formula,Temp_critical
S-4354,Ca9.72Tm0.28Pt3Fe10As18,14.8
S-7555,Ca9.75Er0.25Pt3Fe10As18,17.6
S-12186,Ca9.75Lu0.25Pt3Fe10As18,10.9
S-15514,Ca9La1Pt3Fe10As18,27.9
S-15686,Cd0.002Zn0.998,0.78
S-182,Cd0.01In0.99,3.3445
S-1630,Cd0.0263Pb0.9737,7.124
S-12779,Cd0.02In0.98,3.2945
S-11768,Cd0.02Zn0.98,0.675
S-3603,Cd0.03In0.97,3.2755
S-5239,Cd0.04Cu0.96S2,1.3
S-9404,Cd0.04In0.96,3.2595
S-8990,Cd0.06Cu0.94Se2,1.3
S-6745,Cd0.17Tl0.83,2.3
S-14091,Cd0.18Pb0.32Sn0.5,7.5
S-11025,Cd0.18Sn0.72,3.65
S-11690,Cd0.18Tl0.82,2.54
S-1446,Cd0.1In0.9La3,9.55
S-14607,Cd0.1Pd0.9,6.92
S-5014,Cd0.1Tl0.9,3.5
S-6510,Cd0.2Zn0.8,0.628
S-2624,Cd0.3Hg0.7,1.7
S-5215,Cd0.6Mg0.4,0.016
S-1599,Cd0.75Mg0.25,0.16
S-16395,Cd0.7Mg0.3,0.105
S-5689,Cd0.86Mg0.14,0.145
S-7564,Cd0.8Mg0.2,0.185
S-2746,Cd0.96Mg0.04,0.24
S-9774,Cd0.97Hg0.03,0.53
S-2939,Cd0.97Pd0.03,4.2
S-9514,Cd0.9Ge0.1,1.7
S-10202,Cd0.9Mg0.1,0.138
S-12182,Cd1,0.52
S-5482,Cd1.3Mo6Se7.5,2.5
S-1389,Cd1C1Ni3,3.13
S-6810,Cd1Hg1,1.96
S-14076,Cd1Mo5S6,2.86
S-1643,Cd1Mo6S8,1.8
S-9761,Cd1Mo6Se8,2.4
S-13055,Cd1Sn1,3.65
S-11531,Cd1Tl0.7Ba1Cu1O4.5,52.5
S-14640,Cd2Re2O7,1.05
S-6104,Cd2Re2O7.1,1
S-11886,Cd99.995Mn0.005,0.39
S-2730,Ce0.0007La0.9993,4.65
S-314,Ce0.005La0.995,4.93
S-15174,Ce0.013La0.987,3.4
S-2341,Ce0.01La0.99,3.63
S-4492,Ce0.01Y0.99,1.6
S-3552,Ce0.025Th0.975,0.58
S-10469,Ce0.02La0.98,2.58
S-3773,Ce0.02Th0.98,0.7
S-3609,Ce0.03La0.97,1.21
S-2381,Ce0.12Si1V2.88,15.32
S-13833,Ce0.147Ru0.853,3.6
S-8123,Ce0.15Ru0.85,3.9
S-6182,Ce0.16La0.84,8.7
S-3374,Ce0.1Nd0.9Bi1S2F0.5O0.5,4.68
S-13792,Ce0.25La0.75Ru2,1.42
S-5514,Ce0.2Nd0.8Bi1S2F0.3O0.7,2.34
S-6463,Ce0.2Nd0.8Bi1S2F0.7O0.3,4.31
S-11615,Ce0.2Nd0.8F0.5Bi1S2O0.5,4.46
S-7501,Ce0.2Nd0.8F0.7Bi1S2O0.7,4.29
S-5481,Ce0.3Nd0.7F0.5Bi1S2O0.5,4.07
S-5149,Ce0.4Nd0.6Bi1S2F0.5O0.5,3.94
S-3112,Ce0.4Nd0.6Bi1S2F0.7O0.3,3.67
S-9167,Ce0.5Nd0.5Bi1S2F0.5O0.5,3.47
S-14942,Ce0.5Yb0.5Co1In5,1.19
S-4308,Ce0.62Gd0.38Fe1As1F0.175O0.825,44
S-5800,Ce0.65Pr0.35Ru2,1.25
S-11134,Ce0.6Nd0.4Bi1S2F0.7O0.3,3.256
S-8403,Ce0.6Nd0.4Bi1S2F0.5O0.5,3
S-6967,Ce0.6Nd0.4F0.7Bi1S2O0.7,3.25
S-15663,Ce0.7Pr0.3Ru2,5.11
S-6425,Ce0.837Yb0.163Co1In5,1.4
S-2821,Ce0.84Y0.06Gd0.1Ru2,3.32
S-2363,Ce0.84Y0.16Ru2,4.92
S-15031,Ce0.84Y0.1Gd0.06Ru2,4.55
S-5798,Ce0.85La0.15Co1In5,0.78
S-10222,Ce0.85La0.15Ru2,5.52
S-7537,Ce0.85Yb0.15Co1In5,1.19
S-8405,Ce0.86Tb0.14Ru2,4.51
S-8484,Ce0.875La0.125Co1In5,0.86
S-2432,Ce0.875Yb0.125Co1In5,1.97
S-13654,Ce0.88La0.12Ru2,6.14
S-2963,Ce0.8Nd0.2Bi1S2F0.7O0.3,3.145
S-2333,Ce0.8Pr0.2Ru2,5.82
S-5656,Ce0.8Tb0.2Ru2,2.56
S-3862,Ce0.8Yb0.2Co1In5,1.42
S-14999,Ce0.916Yb0.084Co1In5,1.84
S-6003,Ce0.91La0.09Ru2,6.13
S-8417,Ce0.925La0.075Co1In5,1.31
S-12162,Ce0.93Gd0.07Ru2,3.38
S-1344,Ce0.94La0.06Ru2,6.55
S-2206,Ce0.95La0.05Co1In5,1.68
S-8050,Ce0.95Nd0.05Co1In5,1.96
S-8223,Ce0.95Yb0.05Co1In5,2.01
S-6066,Ce0.965La0.035Co1In5,1.84
S-2540,Ce0.97Gd0.03Ru2,4.69
S-4346,Ce0.97La0.03Ru2,6.26
S-7276,Ce0.985La0.015Pt3Si1,0.15
S-12170,Ce0.987Yb0.013Co1In5,2.13
S-13683,Ce0.98La0.02Co1In5,2.05
S-6690,Ce0.98La0.02Pt3Si1,0.03
S-10120,Ce0.98Th0.02Pt3Si1,0.4
S-3795,Ce0.98Yb0.02Co1In5,1.89
S-14260,Ce0.99La0.01Pt3Si1,0.57
S-14085,Ce0.9La0.1Co1In5,1.22
S-11663,Ce0.9La0.1Rh1In5,1.6
S-8622,Ce0.9Pr0.1Ru2,6.55
S-7321,Ce0.9Yb0.1Co1In5,1.78
S-11043,Ce1,1.7
S-11076,Ce1.005Ni2.025Ge1.975,0.035
S-16073,Ce1.005Ni2.02Ge1.98,0.03
S-7250,Ce1.01Pt3Si1,0.75
S-13999,Ce1.025Cu2Si2,0.6
S-2453,Ce1Au2Si2,2.1
S-4353,Ce1Bi1S2F0.33O0.67,2.25
S-4427,Ce1Bi1S2F0.45O0.55,2.295
S-12279,Ce1Bi1S2F0.4O0.6,2.81
S-4232,Ce1Bi1S2F0.6O0.4,3.71
S-13093,Ce1Bi1S2F0.7O0.3,3.37
S-14254,Ce1Bi1S2F0.7O0.35,4
S-647,Ce1Bi1S2F0.9O0.1,6.855
S-1511,Ce1Bi1S2F0.9O0.34,3.51
S-11186,Ce1Bi1S2O1,1.97
S-3296,Ce1Bi3.1Pb0.9Te6,2.8
S-8399,Ce1Bi3.2Pb0.8Te6,2.9
S-2872,Ce1Bi3.3Pb0.7Te6,2.9
S-2310,Ce1Bi3.4Pb0.6Te6,3
S-15163,Ce1Bi3.5Pb0.5Te6,3
S-13166,Ce1Bi3.6Pb0.4Te6,3
S-5349,Ce1Bi3.7Pb0.3Te6,2.9
S-14326,Ce1Bi3Pb1Te6,2.7
S-10462,Ce1Co0.5Ir0.5In5,0.64
S-14220,Ce1Co0.5Ru0.5In5,1.77
S-10242,Ce1Co0.6Ru0.4In5,1.8
S-9260,Ce1Co0.75Ni0.25In5,0
S-2956,Ce1Co0.7Ru0.3In5,2.13
S-10983,Ce1Co0.875Ni0.125In5,1.41
S-15677,Ce1Co0.8Ni0.2In5,0.88
S-5742,Ce1Co0.8Ru0.2In5,2.18
S-5882,Ce1Co0.925Ni0.075In5,1.69
S-6199,Ce1Co0.95Ni0.05In5,1.86
S-5236,Ce1Co0.9Ru0.1In5,2.25
S-12318,Ce1Co1.67Ni0.33,0.46
S-1737,Ce1Co1.67Rh0.33,0.47
S-16232,Ce1Co1.85,0.86
S-9935,Ce1Co1.95,0.87
S-15369,Ce1Co1Ge3,0.69
S-2147,Ce1Co1In4.5Cd0.5,1.35
S-4341,Ce1Co1In4.75Cd0.25,2.13
S-7461,Ce1Co1In4.75Zn0.25,1.82
S-4097,Ce1Co1In4.86Sn0.14,0.556
S-10334,Ce1Co1In4.875Zn0.125,2.14
S-13274,Ce1Co1In4.88Sn0.12,0.87
S-9634,Ce1Co1In4.92Sn0.08,1.22
S-4804,Ce1Co1In4.945Cd0.055,1.92
S-558,Ce1Co1In4.94Sn0.06,1.56
S-288,Ce1Co1In4.96Cd0.04,2.05
S-15573,Ce1Co1In4.97Sn0.03,1.86
S-1451,Ce1Co1In4.9835Cd0.0165,2.15
S-7795,Ce1Co1In4.989Cd0.011,2.18
S-10143,Ce1Co1In4.98Cd0.02,2.14
S-9823,Ce1Co1In4.9945Cd0.0055,2.23
S-9965,Ce1Co1In4.996Sn0.004,2.21
S-10972,Ce1Co1In4.9976Hg0.0024,2.252
S-7474,Ce1Co1In4.9992Hg0.0008,2.254
S-3706,Ce1Co1In4.9Sn0.1,1.02
S-4837,Ce1Co1In5,2.25
S-4767,Ce1Co1In7.65Zn0.35,1.78
S-7327,Ce1Co2,1.06
S-4391,Ce1Cu1.95Si2.01,0.62
S-1721,Ce1Cu2.05Si2,0.7
S-12520,Ce1Cu2.53Si2,0.62
S-8157,Ce1Cu2Ge2,1.32
S-1125,Ce1Cu2Si1.7Ge0.3,0.1
S-10470,Ce1Cu2Si1.88Ge0.12,0.2
S-3174,Ce1Cu2Si1.8Ge0.2,0.17
S-7418,Ce1Cu2Si1.92Ge0.08,0.27
S-7236,Ce1Cu2Si1.96Ge0.04,0.39
S-12282,Ce1Cu2Si1.98Ge0.02,0.52
S-8575,Ce1Cu2Si1.9Ge0.1,0.2
S-15910,Ce1Cu2Si2,0.65
S-14987,Ce1Bi1S2F0.5O0.5,2.87
S-12045,Ce1F0.7Bi1S2O0.7,2.68
S-1303,Ce1Fe0.69Co0.31As1H1,0
S-2548,Ce1Fe0.74Co0.26As1H1,10
S-4402,Ce1Fe0.78Co0.22As1H1,13.5
S-14864,Ce1Fe0.83Co0.17As1H1,19.5
S-8507,Ce1Fe0.85Co0.15As1F0.1O0.9,4
S-8669,Ce1Fe0.85Co0.15As1O1,5
S-9435,Ce1Fe0.88Co0.12As1H1,23
S-9872,Ce1Fe0.91Co0.09As1H1,23
S-10863,Ce1Fe0.93Co0.07As1H1,23
S-11662,Ce1Fe0.95Co0.05As1F0.1O0.9,23.5
S-8571,Ce1Fe0.96Co0.04As1H1,2
S-2375,Ce1Fe0.98Co0.02As1H1,2
S-10022,Ce1Fe0.9Co0.1As1F0.1O0.9,9.8
S-13490,Ce1Fe0.9Co0.1As1O1,10
S-10147,Ce1Fe1As0.47P0.53F0.05O0.95,5.84
S-543,Ce1Fe1As0.55P0.45F0.05O0.95,15
S-1430,Ce1Fe1As0.6P0.4F0.05O0.95,16
S-9524,Ce1Fe1As0.7P0.3F0.05O0.95,18.15
S-10319,Ce1Fe1As0.7P0.3O1,4
S-11239,Ce1Fe1As0.85P0.15F0.05O0.95,21.75
S-11772,Ce1Fe1As0.8P0.2F0.05O0.95,20.6
S-2195,Ce1Fe1As0.95P0.05F0.05O0.95,17.2
S-9959,Ce1Fe1As0.9P0.1F0.05O0.95,19.3
S-7251,Ce1Fe1As1D0.3O0.7,47.2
S-15238,Ce1Fe1As1D0.4O0.6,43
S-6504,Ce1Fe1As1F0.05O0.95,11.8
S-10507,Ce1Fe1As1F0.06O0.94,0
S-15444,Ce1Fe1As1F0.08O0.92,27.6
S-14889,Ce1Fe1As1F0.11O0.89,47
S-7910,Ce1Fe1As1F0.12O0.88,43.5
S-11101,Ce1Fe1As1F0.16O0.84,40.9
S-10098,Ce1Fe1As1F0.1O0.9,36.33
S-12669,Ce1Fe1As1F0.2O0.8,40.4
S-8800,Ce1Fe1As1F0.3O0.7,46
S-552,Ce1Fe1As1H0.065O0.935,41.1
S-3811,Ce1Fe1As1H0.07O0.93,31.3
S-4263,Ce1Fe1As1H0.21O0.79,48
S-14815,Ce1Fe1As1H0.22O0.78,48
S-4950,Ce1Fe1As1H0.2O0.8,45.6
S-8059,Ce1Fe1As1H0.3O0.7,44.9
S-12769,Ce1Fe1As1H0.4O0.6,40.2
S-14670,Ce1Fe1As1H0.6O0.6,45.8
S-4114,Ce1Fe1As1O0.7,40.2
S-7084,Ce1Fe1As1O0.85,42.6
S-2528,Ce1Ge2Rh1,0.45
S-4872,Ce1In3,0.17
S-5498,Ce1Ir0.3Co0.7In5,2
S-13064,Ce1Ir0.65Co0.35Si3,0.75
S-14878,Ce1Ir0.75Co0.25In5,1.52
S-14416,Ce1Ir0.8Co0.2Si3,0.62
S-627,Ce1Ir0.956Pt0.044In5,0.429
S-744,Ce1Ir0.978Pt0.022In5,0.734
S-3415,Ce1Ir0.987Pt0.013In5,0.897
S-13108,Ce1Ir1Ge3,1.61
S-4651,Ce1Ir1In4.875Cd0.125,0.194
S-10264,Ce1Ir1In4.946Hg0.054,0.476
S-16038,Ce1Ir1In4.955Hg0.045,0.993
S-9469,Ce1Ir1In4.973Hg0.027,0.955
S-3209,Ce1Ir1In4.97Sn0.03,0.66
S-3755,Ce1Ir1In4.986Sn0.014,0.8
S-3713,Ce1Ir1In4.996Sn0.004,1.043
S-7332,Ce1Ir1In5,0.55
S-3309,Ce1Ir1Si3,1.55
S-16258,Ce1Ir3,3.37
S-10881,Ce1Ir5,1.82
S-7992,Ce1Ni0.86Bi2,4.1
S-14819,Ce1Ni0.8Bi2,4.15
S-10530,Ce1Ni0.8Bi2.03,4.2
S-3874,Ce1Ni1C2,3
S-5980,Ce1Ni1Ge3,0.45
S-4771,Ce1Ni2B2C1,0.1
S-9210,Ce1Ni2Ge2,0.22
S-2831,Ce1Os3B2,3.5
S-15337,Ce1Pd1Bi1,1.3
S-10999,Ce1Pd2Si2,0.42
S-12138,Ce1Pd5Al2,0.74
S-5073,Ce1Pt0.1Ru1.9,4.08
S-513,Ce1Pt0.2Ru1.8,3.4
S-13420,Ce1Pt1Si2,0.14
S-13151,Ce1Pt2.82Ni0.18Si1,0.473
S-327,Ce1Pt2.94Ni0.06Si1,0.545
S-10795,Ce1Pt2.97Si1,0.72
S-4663,Ce1Pt2In7,2.1
S-14280,Ce1Pt3.03Si0.97,0.37
S-14550,Ce1Pt3Si0.94Ge0.06,0.51
S-9824,Ce1Pt3Si0.97Ge0.03,0.63
S-1950,Ce1Pt3Si0.9Ge0.1,0.31
S-5056,Ce1Pt3Si1,0.68
S-675,Ce1Rh0.07Co0.93In5,1.89
S-1720,Ce1Rh0.13Co0.87In5,1.73
S-15921,Ce1Rh0.1Ir0.9In5,0.35
S-9048,Ce1Rh0.23Co0.77In5,1.38
S-631,Ce1Rh0.25Ir0.75In5,0.63
S-6496,Ce1Rh0.29Co0.71In5,1.56
S-11419,Ce1Rh0.2Co0.8In5,1.57
S-9631,Ce1Rh0.2Ir0.8In5,0.67
S-8227,Ce1Rh0.35Co0.65In5,1.38
S-741,Ce1Rh0.3Co0.7In5,1.42
S-2390,Ce1Rh0.3Ir0.7In5,1.2
S-15311,Ce1Rh0.45Ir0.55In5,0.82
S-14695,Ce1Rh0.4Co0.6In5,1.43
S-14060,Ce1Rh0.4Ir0.6In5,0.91
S-3793,Ce1Rh0.55Ir0.45In5,0.94
S-13811,Ce1Rh0.5Co0.5In5,1.5
S-2968,Ce1Rh0.5Ir0.5In5,0.88
S-12535,Ce1Rh0.65Ir0.35In5,0.22
S-1658,Ce1Rh0.6Co0.4In5,1.5
S-16121,Ce1Rh0.6Ir0.4In5,0.62
S-14016,Ce1Rh0.75Ir0.25In5,1.84
S-2916,Ce1Rh0.9Ir0.1In5,2.04
S-78,Ce1Rh1In4.84Sn0.16,1.2
S-9813,Ce1Rh1In5,1.96
S-622,Ce1Rh1Si3,0.94
S-10888,Ce1Rh2Si2,0.36
S-2057,Ce1Ru0.1Co1.9,0.47
S-2178,Ce1Ru0.2Co1.8,0.35
S-10480,Ce1Ru0.3Co1.7,0.27
S-13618,Ce1Ru1.93Co0.07,1.93
S-6345,Ce1Ru1.95Co0.05,2.4
S-394,Ce1Ru1.97Co0.03,3.5
S-2246,Ce1Ru1.99Co0.01,4.74
S-8942,Ce1Ru2,6
S-9359,Ce1Ru2Sc1,6.2
S-15845,Ce1Ru3B2,1.1
S-12302,Ce1Ru3Si2,1.25
S-1308,Ce1Te1.82,2.7
S-10105,Ce2Co1In8,0.4
S-13057,Ce2Ni3Ge5,0.22
S-3221,Ce2Pd1In8,0.69
S-11314,Ce2Rh1In8,1.45
S-6819,Ce3Pt1In11,0.32
S-7720,Co0.002Mo0.815Re0.185,5.8
S-11191,Co0.004Ir0.996,0.046
S-10073,Co0.007Ru0.993,0.4
S-5935,Co0.007V0.993,4.52
S-1594,Co0.015Mo99.985,0.59
S-9304,Co0.015Ru0.985,0.32
S-10724,Co0.017V0.983,3.28
S-14532,Co0.01Mo99.99,0.71
S-6484,Co0.022Ru0.978,0.27
S-2727,Co0.027Ru0.973,0.25
S-14339,Co0.02Cu0.98Rh2Si4,3.8
S-13380,Co0.02Sn0.98Ta3,4
S-12293,Co0.02V0.98,2.61
S-7902,Co0.032Mo99.968,0.31
S-1492,Co0.032Ti0.968,2.84
S-3244,Co0.034Ru0.964,0.2
S-363,Co0.038Mo99.962,0.22
S-3376,Co0.03In0.97,3.95
S-5981,Co0.03V0.97,1.48
S-7865,Co0.03Zr0.97,2.61
S-7020,Co0.05Rh0.04Ti0.91,4
S-12568,Co0.07Ru0.93,0.09
S-3769,Co0.15Ti0.85,3.8
S-7493,Co0.1Zr0.9,3.9
S-3855,Co0.28Y0.72,0.34
S-2895,Co0.3Sc0.7,0.35
S-1460,Co0.44Mo0.56,13
S-10293,Co0.5Fe0.5Ti1,3.3
S-3077,U6Fe0.5Co0.5,3.02
S-6035,Co0.5Mn0.5U6,2.55
S-6358,Co0.5Ni0.5Ta2,0.91
S-9521,Zr2Co0.5Ni0.5,3.14
S-7353,Co0.5Rh0.5Si2,2.25
S-5647,Co0.6Rh0.4Zr2,8
S-13546,Co0.92Mn0.08U6,2.2
S-2630,Co0.94Rh0.06U6,2
S-7791,Co0.96Mo0.04U6,1.5
S-10965,Co14.3U85.7,0.78
S-10422,Co15Zr85,3.3
S-10212,Co1Hf2,0.56
S-9738,Co1La3,4.23
S-14794,Co1Lu3,0.35
S-8054,Co1Sc0.125Zr1.875,2.89
S-1360,Co1Si2,1.31
S-15076,Co1Ta1.75Zr0.25,0.95
S-11660,Co1Ta2,0.82
S-5758,Co1Ti1,0.71
S-11620,Co1Ti2,3.44
S-15060,Co1U1,1.7
S-12380,Co1U6,2.36
S-15264,Co1Y3,0.34
S-6145,Zr2Co1,5.39
S-9120,Co20Th80,3.8
S-8930,Co21Zr79,3.78
S-2914,Co1Zr3,3.52
S-8595,Co28U72,0.6
S-7594,Co28Zr72,3.12
S-673,Co35.38Zr64.62,2.67
S-15889,Co35Zr65,2.48
S-10674,Co3Th7,1.82
S-2106,Co3Y4,2.03
S-8004,Co4.95Ga25V70.05,7.56
S-575,Co7.32Ga25V67.68,5.03
S-150,Co7Y9,2.85
S-11898,Cr0.0018V0.9982,5.15
S-1625,Cr0.0033V0.9967,5.07
S-13345,Cr0.0081V0.9919,4.78
S-3733,Cr0.011Ti0.967V0.022,3.6
S-8992,Cr0.0132V0.9868,4.57
S-9889,Cr0.017U0.983,0.75
S-10014,Cr0.01V0.99,4.8
S-12073,Cr0.025Ti0.975,3.5
S-8883,Cr0.0265V0.9735,3.89
S-4138,Cr0.026V0.974,3.66
S-2645,Cr0.027Ti0.973,3.5
S-13484,Cr0.02V0.98,4.08
S-9416,Cr0.03Sc0.97,3.1
S-10633,Cr0.055V0.945,1.89
S-15625,Cr0.05Nb0.95,6.66
S-10071,Cr0.05Rh0.04Ti0.91,3.75
S-6442,Cr0.06Mo0.94,0.71
S-1959,Cr0.06V0.94,2.93
S-1562,Cr0.071Nb0.929,6.95
S-3789,Cr0.099V0.901,3.3
S-10208,Cr0.09Ir0.91,0.78
S-4267,Cr0.125Ru0.875,1.2
S-13639,Cr0.152Ti0.848,4.18
S-13820,Cr0.15Mo0.85,0.5
S-12037,Cr0.1Nb0.9,4.83
S-11972,Cr0.1Ru0.9,0.34
S-1038,Cr0.1Ti0.3V0.6,5.6
S-10973,Cr0.1V0.9,2.73
S-10555,Cr0.25Mo0.75,0.155
S-10889,Cr0.25V0.75,1.36
S-12299,Cr0.28Ir0.72,0.83
S-13014,Cr0.2Fe0.8U6,3.3
S-15717,Cr0.2V0.8,1.78
S-12507,Cr0.33Re0.67,2.29
S-14240,Cr0.38Re0.62,4.1
S-1955,Cr0.39V0.61,0.37
S-3465,Cr0.3Ru0.7,0.38
S-6241,Cr0.476Mo0.524,0.045
S-6355,Cr0.48V0.52,0.1
S-2485,Cr0.4Mo0.6,0.095
S-15352,Cr0.4Re0.6,2.15
S-6018,Cr0.56Re0.44,5.1
S-9071,Cr0.57Mo0.43,0.03
S-8639,Cr0.5Ru0.5,1.3
S-6934,Cr0.65Ir0.35,0.59
S-7453,Cr0.67Os0.33,1.03
S-5272,Cr0.6Ir0.4,0.4
S-9962,Cr0.6Ru0.4,2.1
S-15229,Cr0.72Ir0.28,0.83
S-10573,Cr0.72Os0.28,3.91
S-5695,Cr0.72Ru0.28,3.47
S-15525,Cr0.74Re0.26,2.85
S-15373,Cr3Ru1,2.98
S-13779,Cr0.7Ir0.3,0.76
S-9187,Cr0.7Rh0.3,1.1
S-14925,Cr0.82Ir0.18,0.75
S-6211,Cr0.835Ir0.165,0.77
S-12865,Cr0.8Os0.2,2.5
S-15775,Cr0.8Re0.2,1.31
S-2631,Cr0.8Rh0.2,0.5
S-7158,Cr1,3.1
S-15288,Cr1Ru2,2
S-1164,Cr1Ru3,3.3
S-9413,Cr1Ti3,3.7
S-9533,Cr2Re3B1,4.8
S-1489,Cr2Ru1,2.02
S-712,Cr34.9Ga25V40.1,5.48
S-7153,Cr3Ir1,0.26
S-7010,Cr0.75Rh0.25,0.07
S-10603,Cr4.84Ga25V70.16,12.14
S-594,Cs0.005W1O3,5.9
S-7241,Cs0.19W1O3,6.7
S-14356,Cs0.1Li0.02W1O2.88F0.12,4
S-10376,Cs0.1Li0.05W1O2.85F0.15,3.3
S-3418,Cs0.1Li0.1W1O2.8F0.2,2.1
S-11345,Cs0.1W1O2.9F0.1,4.4
S-3744,Cs0.23W1O3,6
S-5773,Cs0.25W1O3,3.9
S-3946,Cs0.32O3W1,1.12
S-2190,Cs0.33Ta1S2,3.8
S-6743,Cs0.3Mo1S2,6.72
S-13229,Cs0.3W1O3,2
S-3742,Cs0.4Sr0.6Fe2As2,36.6
S-10594,Cs0.5Nb1S2,2.8
S-16106,Cs0.86Fe1.66Se2,28.17
S-10501,Cs0.8Fe1.7Se2,29.2
S-15791,Cs0.8Fe2Se1.96,28.5
S-2557,Cs0.8Fe2Se2,29.2
S-10868,Cs0.96Bi4Te6,4.4
S-667,Cs1,1.5
S-10959,Cs1.2Tl2.4C60,29.5
S-15292,Cs1Bi4.1Te5.9,4.4
S-14488,Cs1Fe2As2,2.03
S-14337,Cs1I1,2
S-13249,Cs1Os1O6,3.3
S-13190,Cs1Os2O6,3.28
S-14353,Cs1Pb0.3Bi3.7Te6,2.9
S-3890,Cs1Pb1Bi3Te6,2.7
S-3302,Cs1Rb2C60,31.08
S-10749,Cs1Sr1Bi0.25Pb0.75O3,7.5
S-9547,Cs1V6S8,0.32
S-650,Cs2Cr3As3,2.05
S-4108,Cs2Rb1C60,33
S-12526,Cs3Hg3.3C60,29
S-15244,Cu0.005V0.995,4.92
S-13922,Cu0.01Fe0.99Se0.85,8.6
S-871,Cu0.01Ta1S2,3.05
S-2904,Cu0.01V0.99,4.74
S-172,Cu0.025V0.975,4.45
S-14928,Cu0.02Fe0.98Se0.85,4.1
S-14090,Cu0.03Ir1Te2,2.53
S-6662,Cu0.03Ta1S2,3.79
S-8078,Cu0.044Ti1Se2,1.5
S-1481,Cu0.045Ti1Se2,0.95
S-15083,Cu0.04Ta1S2,4.2
S-10903,Cu0.055Ti1Se2,2.24
S-11501,Cu0.057Ti1Se2,3.49
S-7034,Cu0.05Ir1Te2,2.84
S-10911,Cu0.05Rh0.04Ti0.91,2.5
S-11277,Cu0.05Ti1Se2,1.46
S-580,Cu0.05V0.95,3.85
S-5585,Cu0.05Zr1Te3,3.8
S-4578,Cu0.064Ti1Se2,3.62
S-13485,Cu0.065Ti1Se2,3.4
S-199,Cu0.06Ta1S2,4.16
S-9463,Cu0.06Ti1Se2,2.4
S-10373,Cu0.06Ti2Se2,2
S-12727,Cu0.07Ir1Te2,2.71
S-13334,Cu0.07Ti1Se2,3.9
S-4068,Cu0.081Ti1Se2,4.17
S-7226,Cu0.08Ta1S2,3.45
S-3571,Cu0.08Ti1Se2,4.15
S-3584,Cu0.08Ti2Se2,3.95
S-1927,Cu0.12Bi2Se3,3.8
S-9512,Cu0.12Ta1S2,1.82
S-12591,Cu0.14Bi2Te3,6
S-4234,Cu0.14Sn0.86,6.62
S-9466,Cu0.15In0.85,3.75
S-3030,Cu0.1Bi2Se3,2.95
S-6406,Cu0.1Ir1Te2,2.5
S-3426,Cu0.1Pb0.9,6.5
S-6244,Cu0.1Sn0.9,6.8
S-11021,Cu0.1Ta1S2,2.71
S-13047,Cu0.1Ti1Se2,3.2
S-2615,Cu0.1Ti2Se2,2.95
S-12529,Cu0.29Bi2Se3,3.2
S-12994,Cu0.2Zn0.8Ir2S4,0.47
S-11466,Cu0.3La0.7,3.5
S-6581,Cu0.3Zn0.7Ir2S4,1.36
S-11258,Cu0.4Bi2Se3,3.09
S-14042,Cu0.4Zn0.6Ir2S4,1.73
S-1120,Cu0.55Zn0.45Ir2S4,2.41
S-12089,Cu0.5Ge0.5,3.3
S-10336,Cu0.5Zn0.5Ir2S4,2.2
S-9281,Cu0.65Zn0.35Ir2S4,2.8
S-10519,Cu0.67Nb2S2C1,4.85
S-5838,Cu0.6Zn0.4Ir2S4,2.6
S-10591,Cu0.75Zn0.25Ir2S4,3.3
S-7878,Cu0.786Sb0.214,0.047
S-10941,Cu0.78Zn0.22Ir2S4,3.3
S-10230,Cu0.7In0.01Nb0.29,9.04
S-11145,Cu0.7Mo3Se4,5.9
S-6771,Cu0.7Nb0.29Ta0.01,9.25
S-15861,Cu0.7Nb0.3,9.39
S-1297,Cu0.7Ti1Se2,3.9
S-1583,Cu0.7Zn0.3Ir2S4,2.91
S-11999,Cu0.815Ge0.185,0.175
S-11836,Cu0.81Ga0.19,0.048
S-223,Cu0.81Ge0.19,0.24
S-5078,Cu0.81Sb0.19,0.07
S-998,Cu0.825Ge0.175,0.145
S-6631,Cu0.82Ge0.18,0.13
S-12823,Cu0.83Ge0.17,0.072
S-636,Cu0.844Sb0.156,0.067
S-1956,Cu0.845Sb0.155,0.184
S-14880,Cu0.84Ge0.16,0.117
S-3743,Cu0.85Ge0.15,0.084
S-15612,Cu0.86Ge0.14,0.025
S-1258,Cu0.86Si0.14,0.05
S-9392,Cu0.8Zn0.2Ir2S4,3.32
S-8745,Cu0.95Se2Zn0.05,2.45
S-486,Cu0.98Co0.02Rh2S4,1
S-8556,Cu0.9Co1.9S4,1.6
S-5104,Cu1.2Co1.8S4,2
S-7193,Cu1.2Rh1.8S4,5.08
S-11786,Cu1.3K0.2Co1.5S4,4.4
S-14655,Cu1.3Mo6S8,10.3
S-14487,Cu1.5Co1.5S4,2.8
S-8411,Cu1.5Rh1.5S4,4.55
S-6384,Cu1.6Mo6S8,11.3
S-6032,Cu1.75Co1.25S4,2.2
S-10703,Cu1.8Mo6S8,10.36
S-2409,Cu19.6Zr78.4Mn2,1.14
S-11009,Cu19.8Zr79.2Mn1,2.11
S-10568,Cu1Co1.8Cr0.2S4,2.7
S-1339,Cu1Co1.95Cr0.05S4,3.4
S-10554,Cu1Co1.95Ir0.05S4,2.13
S-15142,Cu1Co1.98Cr0.02S4,3.4
S-3913,Cu1Co1.98Ir0.02S4,2.79
S-9693,Cu1Co1.98Rh0.02S4,2.82
